00001, 0.999796
00002, 0.978268
00003, 1.000000
00004, 0.999796
00005, 0.988573
00006, 0.988675
00007, 1.000000
00008, 0.989185
00009, 0.988879
00010, 0.978880
00011, 0.988471
00012, 0.988573
00013, 0.998878
00014, 0.968881
00015, 1.000000
00016, 0.999184
00017, 0.999898
00018, 0.998776
00019, 1.000000
00020, 0.977961
00021, 1.000000
00022, 0.988573
00023, 0.998265
00024, 0.988573
00025, 0.988777
00026, 0.988675
00027, 0.978982
00028, 0.998980
00029, 0.968779
00030, 0.998878
00031, 1.000000
00032, 0.988369
00033, 0.958678
00034, 0.978778
00035, 1.000000
00036, 0.988981
00037, 0.998572
00038, 0.999082
00039, 1.000000
00040, 0.978268
00041, 0.988675
00042, 0.957964
00043, 0.988981
00044, 0.988573
00045, 0.998163
00046, 0.998878
00047, 1.000000
00048, 0.968575
00049, 0.998572
00050, 0.988981
00051, 0.998776
00052, 0.978370
00053, 0.998572
00054, 0.978880
00055, 0.988573
00056, 0.988573
00057, 0.988675
00058, 0.988267
00059, 0.999082
00060, 0.968779
00061, 0.978880
00062, 0.999898
00063, 0.998470
00064, 0.978370
00065, 0.999286
00066, 0.998776
00067, 0.998470
00068, 0.999082
00069, 1.000000
00070, 0.998163
00071, 0.998878
00072, 0.998980
00073, 0.999796
00074, 0.968269
00075, 0.987858
00076, 0.978574
00077, 0.998776
00078, 0.998368
00079, 0.978880
00080, 0.989083
00081, 0.978676
00082, 0.998980
00083, 0.998163
00084, 0.998572
00085, 0.998674
00086, 0.998674
00087, 0.998980
00088, 0.998470
00089, 0.999082
00090, 0.989389
00091, 0.978574
00092, 0.988164
00093, 0.998674
00094, 0.988675
00095, 0.978880
00096, 0.988981
00097, 0.987960
00098, 0.978880
00099, 0.968371
00100, 0.978370
