0	6498	12797	12683	7490	452	174	145	0	0	0	0	0	0
0	28996	3217	7574	7111	8646	4393	1533	150	148	0	0	0	0
0	23472	423	3519	5679	5490	6534	3357	1161	117	117	0	0	0
0	4141	20712	70269	18940	710	0	0	0	0	0	0	0	0
0	49691	3823	11903	21080	22680	3980	620	200	0	0	0	0	0
0	21386	754	6087	9334	5283	447	168	116	0	0	0	0	0
0	20408	3005	226	443	1362	6681	12303	4608	423	126	0	0	0
0	32219	72	192	2880	11592	9144	8940	2064	240	12	0	0	0
0	40628	23042	8496	17106	16954	4063	772	53	0	0	0	0	0
0	59575	1820	12428	17056	6760	1768	624	52	0	0	0	0	0
0	38376	2567	8542	39599	27482	5373	1705	160	40	0	0	0	0
0	4899	10802	16331	3869	268	301	584	0	0	0	0	0	0
0	45908	638	992	5280	14130	12294	12456	2736	360	18	0	0	0
0	39164	17393	13891	12434	15173	7777	2696	267	265	0	0	0	0
0	75180	16734	2849	24415	45264	13732	3079	459	77	0	0	0	0
0	54123	92455	29818	38133	15931	4154	1469	122	0	0	0	0	0
0	71674	9701	23906	21835	26292	13186	4563	441	424	0	0	0	0
0	23440	3370	4560	10540	11350	1990	310	100	0	0	0	0	0
0	45415	40773	12931	8279	1519	500	492	2	0	0	0	0	0
0	11688	75053	28789	21584	13287	9275	276	56	0	0	0	0	0
0	15226	5223	13067	11123	4601	417	113	17	0	0	0	0	0
0	28996	3217	7574	7111	8646	4393	1533	150	148	0	0	0	0
0	35553	2513	3276	13587	11500	9251	1825	128	144	0	0	0	0
0	8939	5227	3257	2619	470	223	89	4	0	0	0	0	0
0	900	2971	5811	1089	124	0	0	0	0	0	0	0	0
0	4141	20712	70269	18940	710	0	0	0	0	0	0	0	0
0	46584	15279	3756	10866	21337	22616	3894	726	44	0	0	0	0
0	64108	19630	15544	29435	28739	7221	1305	87	0	0	0	0	0
0	23905	29942	10390	17293	19044	23460	4002	667	230	0	0	0	0
0	2927	7737	4129	5123	1624	351	6	0	0	0	0	0	0
0	2390	17154	2045	2223	541	164	128	2	0	0	0	0	0
0	1899	13598	15032	4051	10359	17185	15433	3543	455	36	0	0	0
0	29320	814	6028	11231	10901	2739	495	33	0	0	0	0	0
0	27473	5139	1520	4910	9190	10250	1730	250	20	0	0	0	0
0	20538	72	2560	5752	4800	6040	3000	1032	104	104	0	0	0
0	54123	92455	29818	38133	15931	4154	1469	122	0	0	0	0	0
0	35553	2513	3276	13587	11500	9251	1825	128	144	0	0	0	0
0	28182	8614	13924	12237	10019	1199	486	376	0	0	0	0	0
0	1184	19104	7166	13296	3521	549	45	17	1	0	0	0	0
0	5428	75276	277603	179715	107436	7224	4872	0	0	0	0	0	0
0	4401	59204	80268	17760	2325	131	0	0	0	0	0	0	0
0	19858	118918	145316	41734	11371	2854	441	0	0	0	0	0	0
0	29310	3387	1788	10932	16308	4308	1044	300	24	0	0	0	0
0	20459	15359	8395	8703	8526	10164	5222	1806	182	182	0	0	0
0	20538	3087	2637	6615	5652	7047	3051	1071	162	9	0	0	0
0	8939	5227	3257	2619	470	223	89	4	0	0	0	0	0
0	29320	297	1518	5940	10560	10857	2552	484	33	0	0	0	0
0	22541	29733	26534	24079	5422	2322	458	56	0	0	0	0	0
0	28567	3313	7580	7070	9120	3876	1284	72	12	0	0	0	0
0	14620	107745	142940	68302	5780	939	166	0	0	0	0	0	0
0	525	60746	9658	36879	52686	10755	1416	94	0	0	0	0	0
0	23384	32473	4800	19320	15240	14900	3440	400	20	0	0	0	0
0	47300	31767	12200	11740	14760	7480	2580	260	260	0	0	0	0
0	1122	55368	40152	7979	1238	119	5	1	0	0	0	0	0
0	29320	297	1518	5940	10560	10857	2552	484	33	0	0	0	0
0	64108	19630	15544	29435	28739	7221	1305	87	0	0	0	0	0
0	39164	17393	13891	12434	15173	7777	2696	267	265	0	0	0	0
0	93120	2310	6996	30954	41085	12210	1683	726	33	0	0	0	0
0	4844	43701	25501	30556	9091	1466	104	3	0	0	0	0	0
0	75180	16734	2849	24415	45264	13732	3079	459	77	0	0	0	0
0	9157	17269	12018	24122	8624	828	91	14	0	0	0	0	0
0	31294	13416	3201	3180	716	224	193	2	0	0	0	0	0
0	29320	814	6028	11231	10901	2739	495	33	0	0	0	0	0
0	64108	19630	15544	29435	28739	7221	1305	87	0	0	0	0	0
0	27231	14377	10740	9240	11025	5595	1935	195	195	0	0	0	0
0	11906	1881	6986	5814	1403	174	226	0	0	0	0	0	0
0	1899	13598	15032	4051	10359	17185	15433	3543	455	36	0	0	0
0	1122	55368	40152	7979	1238	119	5	1	0	0	0	0	0
0	11628	1617	4052	8776	2027	232	13	0	0	0	0	0	0
0	4490	12407	23961	5623	754	39	0	0	0	0	0	0	0
0	20831	47374	87302	35367	12754	1832	0	0	0	0	0	0	0
0	20408	3005	226	443	1362	6681	12303	4608	423	126	0	0	0
0	15282	10461	7210	6170	7350	3730	1290	130	130	0	0	0	0
0	64108	6628	8475	27750	27925	6600	925	375	0	0	0	0	0
0	4899	10802	16331	3869	268	301	584	0	0	0	0	0	0
0	11208	22943	8140	7025	9018	4498	1548	156	156	0	0	0	0
0	27473	5139	1520	4910	9190	10250	1730	250	20	0	0	0	0
0	14620	107745	142940	68302	5780	939	166	0	0	0	0	0	0
0	28996	3217	7574	7111	8646	4393	1533	150	148	0	0	0	0
0	28757	2614	4413	16049	11187	2188	474	300	0	0	0	0	0
0	38064	14	224	3444	13496	10668	10430	2408	280	14	0	0	0
