00001, 0.994083
00002, 1.000000
00003, 1.000000
00004, 0.846154
00005, 0.923077
00006, 0.834320
00007, 1.000000
00008, 0.917160
00009, 1.000000
00010, 0.940828
00011, 0.609468
00012, 1.000000
00013, 0.846154
00014, 0.928994
00015, 0.769231
00016, 0.603551
00017, 0.869823
00018, 0.846154
00019, 0.840237
00020, 0.857988
00021, 0.881657
00022, 0.680474
00023, 0.863905
00024, 0.644971
00025, 0.798817
00026, 0.751480
00027, 0.852071
00028, 0.982249
00029, 0.781065
00030, 1.000000
00031, 0.579882
00032, 1.000000
00033, 0.988166
00034, 0.798817
00035, 0.887574
00036, 0.875740
00037, 1.000000
00038, 0.846154
00039, 0.988166
00040, 0.846154
00041, 0.834320
00042, 0.597633
00043, 0.988166
00044, 1.000000
00045, 0.863905
00046, 0.905326
00047, 0.923077
00048, 0.905326
00049, 0.745562
00050, 0.893491
00051, 0.863905
00052, 0.680474
00053, 0.875740
00054, 0.822485
00055, 0.875740
00056, 0.887574
00057, 0.846154
00058, 0.881657
00059, 0.668639
00060, 1.000000
00061, 0.633136
00062, 0.680474
00063, 0.597633
00064, 0.923077
00065, 0.769231
00066, 0.911243
00067, 0.893491
00068, 0.727811
00069, 0.757397
00070, 1.000000
00071, 0.769231
00072, 0.798817
00073, 0.940829
00074, 0.917160
00075, 0.775148
00076, 0.869823
00077, 0.769231
00078, 0.934911
00079, 1.000000
00080, 0.958580
00081, 0.946746
00082, 1.000000
00083, 0.940828
00084, 0.834320
00085, 1.000000
00086, 0.846154
00087, 0.792900
00088, 0.958580
00089, 0.609468
00090, 0.763314
00091, 0.745562
00092, 0.639054
00093, 0.704142
00094, 0.982249
00095, 0.769231
00096, 0.763314
00097, 0.763314
00098, 0.940828
00099, 0.982249
00100, 0.775148
00101, 0.804734
00102, 0.804734
00103, 1.000000
00104, 0.893491
00105, 0.721894
00106, 0.917160
00107, 0.863906
00108, 0.994083
00109, 0.840237
00110, 0.834320
00111, 0.816568
00112, 0.952663
00113, 0.739645
00114, 0.852071
00115, 0.757397
00116, 0.852071
00117, 0.692308
00118, 0.769231
00119, 0.686391
00120, 0.840237
00121, 0.739645
00122, 0.911243
00123, 0.940828
00124, 0.769231
00125, 0.958580
00126, 0.834320
00127, 0.686391
00128, 0.656805
00129, 0.763314
00130, 0.798817
00131, 1.000000
00132, 0.792900
00133, 0.810651
00134, 0.721894
00135, 0.834320
00136, 0.816568
00137, 0.757397
00138, 0.615385
00139, 0.846154
00140, 0.798817
00141, 0.928994
00142, 0.822485
00143, 0.763314
00144, 0.650888
00145, 0.804734
00146, 0.674557
00147, 0.846154
00148, 0.840237
00149, 0.846154
00150, 0.739645
00151, 0.893491
00152, 0.763314
00153, 0.668639
00154, 1.000000
00155, 0.834320
